stationid,toxbatch,matrix,treatment,concentration,concentrationunits,timepoint,parameter,qualifier,result,resultunits,labrep,lab,sampletypecode,dilution,comments,FID
B18-10968,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,pH,None,8.04,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11748
B18-10968,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,1,pH,None,8.04,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11749
B18-10968,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,pH,None,8.01,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11750
B18-10968,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,3,pH,None,7.88,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11751
B18-10968,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,pH,None,8.01,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11752
B18-10968,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,5,pH,None,8.2,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11753
B18-10968,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,pH,None,8.19,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11754
B18-10968,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,7,pH,None,7.97,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11755
B18-10968,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,pH,None,8.04,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11756
B18-10968,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,9,pH,None,8.09,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11757
B18-10968,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,pH,None,8.05,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11758
B18-10968,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11759
B18-10968,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11760
0000,1808RT1A.E,Reference Toxicant,None,31,mg/L,0,Unionized Ammonia,None,0.628,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11761
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Total Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11762
0000,1808RT1A.E,Reference Toxicant,None,31,mg/L,4,Unionized Ammonia,None,0.677,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11763
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,3,pH,None,7.76,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11764
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,0,Dissolved Oxygen,None,7.87,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11765
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,2,Dissolved Oxygen,None,7.59,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11766
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,4,Dissolved Oxygen,None,7.6,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11767
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,0,pH,None,7.94,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11768
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,1,pH,None,7.96,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11769
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,2,pH,None,7.94,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11770
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,3,pH,None,7.9,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11771
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,4,pH,None,7.94,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11772
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,0,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11773
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,2,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11774
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,4,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11775
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,0,Temperature,None,14.5,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11776
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,1,Temperature,None,14.7,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11777
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,2,Temperature,None,14.8,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11778
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,3,Temperature,None,14.7,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11779
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,4,Temperature,None,14.7,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11780
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,0,Total Ammonia,None,67,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11781
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,4,Total Ammonia,None,60,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11782
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,0,Unionized Ammonia,None,1.238,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11783
0000,1808RT1A.E,Reference Toxicant,None,62,mg/L,4,Unionized Ammonia,None,1.1,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11784
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,0,Dissolved Oxygen,None,7.91,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11785
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,2,Dissolved Oxygen,None,7.58,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11786
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,4,Dissolved Oxygen,None,7.53,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11787
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,0,pH,None,7.86,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11788
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,1,pH,None,7.87,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11789
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,2,pH,None,7.86,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11790
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Dissolved Oxygen,None,7.76,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11791
B18-10012,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Temperature,None,14.3,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11792
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,3,pH,None,7.83,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11793
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,4,pH,None,7.88,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11794
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,0,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11795
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,2,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11796
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,4,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11797
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,0,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11798
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,1,Temperature,None,14.7,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11799
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,2,Temperature,None,14.9,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11800
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,3,Temperature,None,14.7,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11801
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,4,Temperature,None,14.7,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11802
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,0,Total Ammonia,None,150,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11803
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,4,Total Ammonia,None,130,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11804
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,0,Unionized Ammonia,None,2.296,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11805
0000,1808RT1A.E,Reference Toxicant,None,125,mg/L,4,Unionized Ammonia,None,2.081,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11806
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,0,Dissolved Oxygen,None,7.79,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11807
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,2,Dissolved Oxygen,None,7.56,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11808
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,4,Dissolved Oxygen,None,7.6,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11809
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,0,pH,None,7.7,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11810
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,1,pH,None,7.75,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11811
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Dissolved Oxygen,None,7.38,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11812
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,pH,None,7.18,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11813
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,1,pH,None,7.85,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11814
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11815
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,pH,None,8,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11816
B18-10012,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Total Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11817
0000,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Unionized Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,CNEG,-88,,11818
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,3,pH,None,8.25,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11819
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,pH,None,8.17,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11820
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,5,pH,None,7.96,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11821
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,pH,None,8.03,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11822
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,7,pH,None,8.07,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11823
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,pH,None,8.03,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11824
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,9,pH,None,7.97,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11825
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,pH,None,7.97,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11826
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11827
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11828
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,Salinity,None,32,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11829
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11830
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11831
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11832
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Temperature,None,14.7,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11833
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,1,Temperature,None,14.6,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11834
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Temperature,None,14.6,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11835
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,3,Temperature,None,14.6,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11836
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11837
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,5,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11838
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11839
0000,1809RT1A.E,Reference Toxicant,None,16,mg/L,0,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11840
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,7,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11841
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11842
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,9,Temperature,None,14.8,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11843
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,4,pH,None,7.82,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11844
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Temperature,None,14.6,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11845
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Total Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11846
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Total Ammonia,None,0.23,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11847
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11848
B18-10055,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Unionized Ammonia,None,0.005,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11849
0000,1809RT1A.E,Reference Toxicant,None,0,mg/L,0,Dissolved Oxygen,None,8.19,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11850
0000,1809RT1A.E,Reference Toxicant,None,0,mg/L,2,Dissolved Oxygen,None,7.92,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11851
0000,1809RT1A.E,Reference Toxicant,None,0,mg/L,4,Dissolved Oxygen,None,7.97,mg/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11852
0000,1809RT1A.E,Reference Toxicant,None,0,mg/L,0,pH,None,8.09,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11853
0000,1809RT1A.E,Reference Toxicant,None,0,mg/L,1,pH,None,8.07,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11854
0000,1809RT1A.E,Reference Toxicant,None,0,mg/L,2,pH,None,8.05,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11855
0000,1809RT1A.E,Reference Toxicant,None,0,mg/L,3,pH,None,7.98,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11856
0000,1809RT1A.E,Reference Toxicant,None,0,mg/L,4,pH,None,7.9,pH,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11857
0000,1809RT1A.E,Reference Toxicant,None,0,mg/L,0,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11858
0000,1809RT1A.E,Reference Toxicant,None,0,mg/L,2,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11859
0000,1809RT1A.E,Reference Toxicant,None,0,mg/L,4,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11860
0000,1809RT1A.E,Reference Toxicant,None,0,mg/L,0,Temperature,None,14.3,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11861
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Dissolved Oxygen,None,7.66,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11862
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Dissolved Oxygen,None,7.68,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11863
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,Dissolved Oxygen,None,7.78,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11864
B18-10012,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Total Ammonia,None,1,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11865
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,Dissolved Oxygen,None,7.92,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11866
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Dissolved Oxygen,None,7.89,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11867
B18-10012,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11868
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Dissolved Oxygen,None,7.89,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11869
B18-10012,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Unionized Ammonia,None,0.023,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11870
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,pH,None,8,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11871
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,1,pH,None,8.03,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11872
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,pH,None,8.01,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11873
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,3,pH,None,7.97,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11874
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,pH,None,8.03,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11875
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,5,pH,None,8.34,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11876
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,pH,None,8.2,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11877
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,7,pH,None,7.98,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11878
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,pH,None,8.07,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11879
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,9,pH,None,8.12,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11880
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,pH,None,8.09,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11881
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11882
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Salinity,None,33,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11883
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11884
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,Salinity,None,32,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11885
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11886
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11887
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11888
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,1,Temperature,None,14.5,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11889
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Temperature,None,14.6,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11890
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,3,Temperature,None,14.5,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11891
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,Temperature,None,14.5,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11892
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,5,Temperature,None,14.5,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11893
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11894
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,7,Temperature,None,14.3,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11895
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11896
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,9,Temperature,None,14.3,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11897
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Temperature,None,14.4,C,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11898
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Total Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11899
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Total Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11900
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11901
B18-10011,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Unionized Ammonia,None,0,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11902
B18-10109,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,Dissolved Oxygen,None,7.71,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11903
B18-10109,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,Dissolved Oxygen,None,7.68,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11904
B18-10109,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,4,Dissolved Oxygen,None,7.75,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11905
B18-10109,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,6,Dissolved Oxygen,None,7.87,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11906
B18-10109,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,8,Dissolved Oxygen,None,7.75,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11907
B18-10109,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,10,Dissolved Oxygen,None,7.83,mg/L,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11908
B18-10109,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,0,pH,None,8.03,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11909
B18-10109,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,1,pH,None,8.04,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11910
B18-10109,1808RT2A.E,Whole Sediment,None,-88,Not Recorded,2,pH,None,8.01,pH,0,City of Los Angeles Environmental Monitoring Division,Grab,-88,,11911
0000,1808RT1A.E,Reference Toxicant,None,250,mg/L,0,Salinity,None,34,g/L,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11912
0000,1809RT1A.E,Reference Toxicant,None,0,mg/L,2,Temperature,None,15,C,0,City of Los Angeles Environmental Monitoring Division,RFNH3,-88,,11913
